Model_Name,Model_link
"ASUS VivoBook 14 X1402ZA Core i5 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-x1402za-core-i5-12th-gen-fhd-laptop
"ASUS VivoBook 14 X1402ZA Core i5 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-x1402za-core-i5-12th-gen-fhd-laptop
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16"" Laptop With 3 Years Warranty",https://www.startech.com.bd/lenovo-ideapad-slim-5i-pro-i5-11th-gen-laptop
"MSI Modern 14 C5M Ryzen 7 5825U 14"" FHD Laptop",https://www.startech.com.bd/msi-modern-14-c5m-ryzen-7-5825u-laptop
"Lenovo IdeaPad Gaming 3i Core i5 12th Gen RTX 3050 4GB Graphics 16"" 2K WUXGA Laptop",https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i5-12th-gen-laptop
"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen 14"" FHD Business Laptop",https://www.startech.com.bd/lenovo-thinkpad-p14s-gen-2-core-i5-11th-gen-fhd-laptop
"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen T500 4GB Graphics Card 14"" FHD Business Laptop",https://www.startech.com.bd/lenovo-thinkpad-p14s-gen-2-core-i5-11th-gen-laptop
Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 250 Nits 360° FHD Touch Laptop,https://www.startech.com.bd/asus-expertbook-b3-flip-b3402fea-core-i5-fhd-touch-laptop
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i7-11th-gen-laptop
"ASUS Vivobook 15 OLED M1505YA AMD Ryzen 5 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-oled-m1505ya-amd-ryzen-5-fhd-laptop
"HP ProBook 450 G9 Core i5 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-probook-450-g9-core-i5-12th-gen-laptop
"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-440-g9-core-i5-12th-gen-14-inch-laptop
"MSI Modern 14 C13M Core i5 13th Gen 14"" FHD Laptop",https://www.startech.com.bd/msi-modern-14-c13m-core-i5-13th-gen-fhd-laptop
"Asus VivoBook Flip 14 TM420UA Ryzen 5 14"" FHD Touch Laptop",https://www.startech.com.bd/asus-vivobook-flip-14-tm420ua-ryzen-5-fhd-touch-laptop
"MSI Modern 15 B13M Core i5 13th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/msi-modern-15-b13m-core-i5-13th-gen-fhd-laptop
"Asus VivoBook 15 X1505ZA Core i5 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x1505za-core-i5-12th-gen-fhd-laptop
"Acer Aspire 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/acer-aspire-5m-a515-58gm-core-i5-13th-gen-fhd-laptop
"Samsung Galaxy Book2 Business Core i5 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/samsung-galaxy-book2-business-core-i5-12th-gen-laptop
"Asus VivoBook 15X X1503ZA OLED Core i5 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15x-x1503za-oled-core-i5-12th-gen-fhd-laptop
"MSI Modern 14 C13M Core i7 13th Gen 14"" FHD Laptop",https://www.startech.com.bd/msi-modern-14-c13m-core-i7-13th-gen-fhd-laptop
"ASUS Vivobook 16X OLED M1603QA Ryzen 5 5600H 16"" 4K Laptop",https://www.startech.com.bd/asus-vivobook-16x-oled-m1603qa-ryzen-5-5600h-laptop
GIGABYTE G5 MF Core i5 12th Gen RTX 4050 6GB Graphics 15.6'' FHD 144Hz Gaming Laptop,https://www.startech.com.bd/gigabyte-g5-mf-core-i5-12th-gen-laptop
"Asus ZenBook 14 OLED UX3402ZA Core i5 14"" 3K Laptop",https://www.startech.com.bd/asus-zenbook-14-oled-ux3402za-core-i5-laptop
GIGABYTE G5 KF Core i5 12th Gen RTX 4060 8GB Graphics 15.6'' FHD 144Hz Gaming Laptop,https://www.startech.com.bd/gigabyte-g5-kf-core-i5-12th-gen-laptop
"Microsoft Surface Laptop 5 Core i5 12th Gen 8GB RAM 256GB SSD 13.5"" QHD Multi-Touch Laptop (QZI-00001)",https://www.startech.com.bd/microsoft-surface-laptop-5-core-i5-12th-gen-laptop
"Thunderobot 911MT Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-911mt-core-i5-12th-gen-fhd-gaming-laptop
"ASUS Vivobook S 16 Flip OLED TN3604YA Ryzen 7 7730U 16"" 3.2K Touch Laptop",https://www.startech.com.bd/asus-vivobook-s-16-flip-oled-tn3604ya-ryzen-7-7730u-laptop
"Asus ZenBook 14 OLED UX3402ZA Core i7 14"" 3K Laptop",https://www.startech.com.bd/asus-zenbook-14-oled-ux3402za-core-i7-laptop
"Thunderobot 911X Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 165Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-911x-core-i5-13th-gen-gaming-laptop
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MQKW3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MQKU3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-starlight
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MQKP3/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-space-gray
"ASUS Vivobook Pro 15 OLED K6502ZE Core i7 RTX3050 Ti 4GB Graphics 15.6"" 3K Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-oled-k6502ze-core-i7-laptop
"ASUS TUF Gaming F15 FX507VU4 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx507vu4-core-i7-13th-gen-gaming-laptop
"Thunderobot 911X Core i5 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 165Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-911x-core-i5-13th-gen-fhd-gaming-laptop
"ASUS Zenbook S 13 Flip OLED UP5302ZA Core i7 12th Gen 13.3"" 3K Touch Laptop",https://www.startech.com.bd/asus-zenbook-s-13-oled-up5302za-core-i7-12th-gen-3k-laptop
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Midnight #MQKX3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-512gb-ssd-midnight
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Starlight #MQKV3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-512gb-ssd-starlight
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Silver #MQKT3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-512gb-ssd-silver
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MQKQ3LL/A,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-512gb-ssd-space-gray
"Thunderobot Zero Core i9 12th Gen RTX 3060 6GB Graphics 16"" QHD 165Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-zero-core-i9-12th-gen-qhd-gaming-laptop
"Lenovo Legion 5i Pro Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 240Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5i-pro-core-i7-12th-gen-gaming-laptop
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 165Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-slim-7i-i7-12th-gen-gaming-laptop
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3070 8GB Graphics 16"" 2.5K 165Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-slim-7i-core-i7-12th-gen-gaming-laptop
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 1B SSD 13"" Multi-Touch Laptop (QKI-00001)",https://www.startech.com.bd/microsoft-surface-pro-9-core-i7-12th-gen-13-inch-multi-touch-laptop
"Thunderobot Zero Core i9 13th Gen RTX 4070 8GB Graphics 16"" QHD 240Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-zero-core-i9-13th-gen-qhd-gaming-laptop
MSI Stealth 16 Mercedes-AMG A13VF Core i9 13th Gen RTX 4060 8GB Graphics 16” UHD+ OLED Gaming Laptop,https://www.startech.com.bd/msi-stealth-16-mercedes-amg-a13vf-core-i9-13th-gen-laptop
MSI Stealth 16 Mercedes-AMG A13VG Core i9 13th Gen RTX 4070 8GB Graphics 16” UHD+ OLED Gaming Laptop,https://www.startech.com.bd/msi-stealth-16-mercedes-amg-a13vg-core-i9-13th-gen-laptop
Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Silver (MPHJ3LL/A),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-pro-1tb-ssd-silver
Apple MacBook Pro 14-inch M2 Max 32GB RAM 1TB SSD Silver (MPHK3LL/A),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-max-silver
Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MPHF3LL/A),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-pro-1tb-ssd-space-gray
Apple MacBook Pro 14-inch M2 Max 64GB RAM 4TB SSD Space Gray (Z17G002TU),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-max-4tb-ssd-space-gray
"MSI Modern 15 A11MU Core i7 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/msi-modern-15-a11mu-core-i7-11th-gen-laptop
"Asus TUF Gaming A15 FA506IHRB Ryzen 5 4600H GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa506ihrb-ryzen-5-4600h-gaming-laptop
"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop With Windows 11",https://www.startech.com.bd/hp-probook-440-g9-core-i5-12th-gen-laptop
"Asus TUF Gaming F15 FX506LHB Core i5 10th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx506lhb-core-i5-10th-gen-laptop
"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop",https://www.startech.com.bd/hp-probook-455-g9-ryzen-5-5625u-laptop
"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14"" FHD Laptop",https://www.startech.com.bd/asus-zenbook-14-um425ua-ryzen-5-5500u-laptop
"MSI GF63 THIN 11UCX Core i5 11th Gen RTX 2050 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-11ucx-gaming-laptop
"Asus VivoBook S15 S533EQ Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop With Windows 11",https://www.startech.com.bd/asus-vivobook-s15-s533eq-i5-11th-gen-fhd-laptop
"ASUS Vivobook Pro 15 M3500QA Ryzen 7 5800H 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-m3500qa-ryzen-7-5800h-laptop
"Acer Aspire 5 AN515-57G-52HF Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/acer-aspire-5-an515-57g-52hf-core-i5-12th-gen-gaming-laptop
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop with Fingerprint",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i7-11th-gen-fhd-laptop
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i7-11th-gen-fhd-14-inch-laptop
"HP Victus 15-fb0118AX Ryzen 5 5600H GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fb0118ax-ryzen-5-5600h-gaming-laptop
"ASUS ExpertBook P1 P1512CEA Core i7 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1512cea-core-i7-11th-gen-laptop
"HP Pavilion 15-eg2444TX Core i5 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-pavilion-15-eg2444tx-core-i5-12th-gen-laptop
"HP 14s-dq4678TU Core i7 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-14s-dq4678tu-core-i7-11th-gen-laptop
"Asus Vivobook S15 S513EA Core i5 11th Gen 15.6"" OLED FHD Laptop",https://www.startech.com.bd/asus-vivobook-s15-s513ea-core-i5-11th-gen-oled-laptop
"Acer Aspire 7 A715-51G Core i5 12th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/acer-aspire-7-a715-5g-core-i5-12th-gen-gaming-laptop
"HUAWEI MateBook D16 Core i5 12th Gen 16"" FHD Laptop",https://www.startech.com.bd/huawei-matebook-d-16-core-i5-12th-gen-laptop
"MSI Modern 15 B12M Core i7 12th Gen 16GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/msi-modern-15-b12m-core-i7-12th-gen-laptop
"Asus VivoBook 15 S513EQ Core i5 11th Gen 8GB RAM 15.6"" OLED FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i5-11th-gen-fhd-laptop
"Asus VivoBook 15 K513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-k513eq-core-i5-11th-gen-oled-laptop
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN63) Space Gray",https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop-256gb-ssd
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGND3) Gold",https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop-256gb-ssd-gold
"MSI GF63 THIN 11UC Core i5 11th Gen 512GB SSD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-11uc-core-i5-11th-gen-gaming-laptop
"MSI GF63 THIN 12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144hz Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-12ucx-core-i5-12th-gen-gaming-laptop
"HP 15s-du4026TU Core i7 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du4026tu-core-i7-12th-gen-fhd-laptop
"Acer Aspire 7 A715-76G Core i5 12th Gen RTX 3050 4GB Graphics IPS 144Hz 15.6"" Gaming Laptop",https://www.startech.com.bd/acer-aspire-7-a715-76g-core-i5-gaming-laptop
"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 15.6"" FHD Laptop With Windows 11",https://www.startech.com.bd/asus-vivobook-15-x513ep-core-i7-11th-gen-fhd-laptop
"HP Pavilion 15-eg2117TU Core i7 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-pavilion-15-eg2117tu-core-i7-12th-gen-laptop
"MSI Katana GF66 12UC Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-katana-gf66-12uc-core-i5-12th-gen-gaming-laptop
"ASUS VivoBook Pro 15 K3500PA Core i7 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-k3500pa-11th-gen-core-i7-laptop
"Asus VivoBook 14 K413EQ Core i7 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-k413eq-core-i7-11th-gen-fhd-laptop
"HP ProBook 440 G9 Core i7 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-440-g9-core-i7-12th-gen-laptop
"HP Victus 15-fa0163TX Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fa0163tx-core-i5-12th-gen-gaming-laptop
"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD OLED Laptop",https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i7-11th-gen-mx350-2gb-graphics-fhd-oled-laptop
"ASUS ZenBook 14X UX5401EA Core i5 11th Gen 14"" 2.8K OLED Touch Laptop",https://www.startech.com.bd/asus-zenbook-14x-ux5401ea-touch-laptop
"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i7-11th-gen-mx350-2gb-graphics-laptop
"Asus TUF Gaming A17 FA706ICB Ryzen 5 4600H RTX 3050 4GB Graphics 17.3"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a17-fa706icb-ryzen-5-4600h-gaming-laptop
"HP Pavilion x360 Convertible 14-ek0777TU Core i7 12th Gen 14"" FHD 2-in-1 Touch Laptop",https://www.startech.com.bd/hp-pavilion-x360-convertible-14-ek0777tu-core-i7-12th-gen-laptop
"HP Victus 15-fb0119AX Ryzen 7 5800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fb0119ax-ryzen-7-5800h-gaming-laptop
"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-m3500qc-ryzen-5-laptop
"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i7-11th-laptop
"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop With 3 Years Warranty",https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i7-11th-gen-fhd-laptop
"ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx506he-core-i5-11th-gen-laptop
"Asus TUF Gaming A17 FA706ICB Ryzen 7 4800H RTX 3050 4GB Graphics 17.3"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a17-fa706icb-ryzen-7-4800h-gaming-laptop
"MSI Sword 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-sword-15-a12ucx-core-i5-12th-gen-fhd-gaming-laptop
"Asus ZenBook 14 Flip OLED UP5401EA Core i5 11th Gen 14"" 2.8K OLED Touch Laptop",https://www.startech.com.bd/asus-zenbook-14-flip-oled-up5401ea-core-i5-11th-gen-laptop
"ASUS ZenBook Duo 14 UX482EAR i7 11th Gen 14"" FHD Touch Laptop with Pen",https://www.startech.com.bd/asus-zenbook-duo-14-ux482ear-i7-11th-gen-fhd-touch-laptop
"Lenovo IdeaPad Slim 5i Pro Core i7 11th Gen 14"" 2.2K Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-5i-pro-core-i7-11th-gen-laptop
"Asus TUF Dash F15 FX517ZC Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx517zc-core-i5-12th-gen-fhd-gaming-laptop
"MSI Katana 15 B12UDXK Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-katana-15-b12udxk-core-i5-12th-gen-gaming-laptop
"ASUS Vivobook Pro 15 M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-m3500qc-ryzen-7-laptop
"Asus ZenBook 14 OLED UM3402YA Ryzen 7 5825U 14"" WQHD Laptop",https://www.startech.com.bd/asus-zenbook-14-oled-um3402ya-ryzen-7-5825U-14-inch-laptop
"HP Envy x360 Convertible 13-bf0666TU Core i7 12th Gen 13.3"" WQXGA Touch Laptop",https://www.startech.com.bd/hp-envy-x360-convertible-13-bf0666tu-core-i7-12th-gen-laptop
"HP Victus 15-fa0157TX Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/hp-victus-15-fa0157tx-core-i7-12th-gen-gaming-laptop
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MLXW3LL/A / MLXW3ZP/A,https://www.startech.com.bd/apple-macbook-air-2022-m2-chip-13-6-inch-space-gray
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MLY33LL/A / MLY33ZP/A,https://www.startech.com.bd/apple-macbook-air-2022-m2-chip-13-6-inch-midnight
"Lenovo IdeaPad Flex 5i Core i7 11th Gen MX450 2GB Graphics 14"" FHD Touch Laptop with Windows 11 Home",https://www.startech.com.bd/lenovo-ideapad-flex-5i-11th-gen-core-i7-touch-laptop
"ASUS TUF Gaming A15 FA507RC Ryzen 7 6800H RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa507rc-ryzen-7-6800h-gaming-laptop
"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop with Windows 11",https://www.startech.com.bd/asus-vivobook-pro-15-oled-m3500qc-ryzen-7-5800h-fhd-laptop
"GIGABYTE G5 KE Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/gigabyte-g5-ke-core-i5-12th-gen-fhd-laptop
"ASUS Vivobook S 16X OLED M5602RA Ryzen 7 6800H 16"" OLED Laptop",https://www.startech.com.bd/asus-vivobook-s-16x-oled-m5602ra-ryzen-7-6800h-16-inch-laptop
"Lenovo IdeaPad Flex 5i Core i7 12th Gen 14"" 360° WUXGA Touch Laptop",https://www.startech.com.bd/lenovo-ideapad-flex-5i-core-i7-12th-gen-touch-laptop
"Microsoft Surface Pro 9 Core i5 12th Gen 8GB RAM 512GB SSD 13"" Multi-Touch Laptop for Business (QHB-00017)",https://www.startech.com.bd/microsoft-surface-pro-9-core-i5-12th-gen-multi-touch-laptop
"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa507re-ryzen-7-6800h-laptop
"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Jaeger Gray Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa507re-ryzen-7-6800h-fhd-laptop
Apple MacBook Pro 13.3-Inch Retina Display M2 Chip 8GB RAM 256GB SSD Space Gray (MNEH3),https://www.startech.com.bd/apple-macbook-pro-13-inch-m2-chip-8gb-ram-256gb-ssd-space-gray
Apple MacBook Pro 13.3-Inch Retina Display M2 Chip 8GB RAM 256GB SSD Silver (MNEP3),https://www.startech.com.bd/apple-macbook-pro-13-inch-m2-chip-8gb-ram-256gb-ssd-silver
"ASUS Vivobook Pro 15 M3500QC Ryzen 9 5900HX RTX 3050 4GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-pro-15-m3500qc-ryzen-9-fhd-laptop
"Lenovo IdeaPad Slim 5i Core i7 12th Gen MX550 2GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i7-12th-gen-fhd-laptop
"Asus ZenBook 14X OLED UX5401EA Core i7 11th Gen 14"" 2.8K OLED Touch Laptop",https://www.startech.com.bd/asus-zenbook-14x-oled-ux5401ea-core-i7-11th-gen-touch-laptop
"Asus TUF Dash F15 FX517ZE Core i5 12th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD WV Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx517ze-core-i5-12th-gen-fhd-gaming-laptop
"HP SPECTRE X360 Convertible 14-e2027TU Core i7 13th Gen 13.5"" WUXGA+ Touch Laptop",https://www.startech.com.bd/hp-spectre-x360-convertible-14-e2027tu-core-i7-13th-gen-touch-laptop
"Lenovo IdeaPad Gaming 3i Core i7 12th Gen RTX 3050 4GB Graphics 16"" 2K WUXGA Laptop",https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i7-12th-gen-laptop
"Asus TUF Gaming A15 FA507XU Ryzen 9 7940HS RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa507xu-ryzen-9-7940hs-gaming-laptop
"Asus TUF Gaming A15 FA506QM Ryzen 7 5800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa506qm-ryzen-7-5800h-gaming-laptop
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MLXX3LL/A,https://www.startech.com.bd/apple-macbook-air-2022-m2-chip-512gb-ssd-13-6-inch-space-gray
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 512GB SSD Midnight #MLY43LL/A,https://www.startech.com.bd/apple-macbook-air-2022-m2-chip-512gb-ssd-13-6-inch-midnight
"ASUS ZenBook Duo 14 UX482EA Core i7 11th Gen 14"" FHD Touch Laptop",https://www.startech.com.bd/asus-zenbook-duo-14-ux482ea-i7-11th-gen-touch-laptop
"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16"" 4K Gaming Laptop",https://www.startech.com.bd/asus-vivobook-pro-16x-oled-m7600qe-ryzen-7-laptop
"Lenovo YOGA Slim 7i Carbon Core i7 11th Gen 13.3"" Laptop",https://www.startech.com.bd/lenovo-yoga-slim-7i-carbon-i7-11th-gen-laptop
"Acer Predator Helios Neo 16 PHN16-71 Core i7 13th Gen RTX 4050 6GB Graphics 16"" 165Hz Gaming Laptop",https://www.startech.com.bd/acer-predator-helios-neo-16-phn16-71-i7-gaming-laptop
"ASUS ROG STRIX G15 G513IM Ryzen 7 4800H 16GB RAM RTX 3060 6GB 15.6"" WQHD Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g15-g513im-ryzen-7-4800h-wqhd-gaming-laptop
"ASUS TUF Gaming A15 FA507RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-a15-fa507rm-ryzen-7-6800h-laptop
"MSI Summit E16 Flip Evo A13MT Core i7 13th Gen 16GB RAM 16"" FHD+ 165Hz Touch Laptop",https://www.startech.com.bd/msi-summit-e16-flip-evo-a13mt-core-i7-13th-gen-laptop
Apple MacBook Pro 13.3-Inch Retina Display M2 Chip 8GB RAM 512GB SSD Space Gray (MNEJ3),https://www.startech.com.bd/apple-macbook-pro-13-inch-m2-chip-8gb-ram-512gb-ssd-space-gray
