Model_Name,Model_link
"HP ENVY 15-ep1890TX Core i7 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Touch Gaming Laptop",https://www.startech.com.bd/hp-envy-15-ep1890tx-core-i7-11th-gen-laptop
"Microsoft Surface Laptop Studio Core i5 11th Gen 16GB RAM 14.4"" Touchscreen 2-in-1 Laptop (THR-00001)",https://www.startech.com.bd/microsoft-surface-laptop-studio-core-i5-2-in-1-laptop
"Asus TUF Dash F15 FX517ZM Intel Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD WV Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx517zm-intel-core-i5-12th-gen-fhd-gaming-laptop
"MSI Creator Z16 A11UET Core i7 11th Gen RTX 3060 Max-Q 6GB Graphics 16"" QHD Gaming Laptop",https://www.startech.com.bd/msi-creator-z16-a11uet-16-inch-qhd-gaming-laptop
"Lenovo YOGA Slim 7i Carbon Core i7 12th Gen 13.3"" 2.5K QHD Laptop",https://www.startech.com.bd/lenovo-yoga-slim-7i-carbon-core-i7-12th-gen-qhd-laptop
"Asus ZenBook S 13 OLED UX5304VA Core i7 13th Gen 13.3"" 3K Laptop",https://www.startech.com.bd/asus-zenbook-s-13-oled-ux5304va-core-i7-13th-gen-laptop
"Asus TUF Dash F15 FX517ZM Intel Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD WV Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx517zm-intel-core-i7-12th-gen-fhd-gaming-laptop
"ASUS ROG Strix G15 G513RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g15-g513rm-ryzen-7-6800h-gaming-laptop
"Asus ROG Zephyrus G15 GA503RM Ryzen 7 6800HS 16GB RAM RTX 3060 15.6"" WQHD Gaming Laptop",https://www.startech.com.bd/asus-rog-zephyrus-g15-ga503rm-ryzen-7-gaming-laptop
"ASUS ROG Strix G15 G713RM Ryzen 7 6800H RTX 3060 6GB Graphics 17.3"" FHD WV Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g15-g713rm-ryzen-7-6800h-fhd-gaming-laptop
"ASUS Zenbook Pro 14 Duo OLED UX8402ZA-M3031W Core i7 12th Gen 14.5"" 2.8K Touch Laptop",https://www.startech.com.bd/asus-zenbook-pro-14-duo-oled-ux8402za-core-i7-12th-gen-laptop
"GIGABYTE Aorus 15G XC Core i7 10th Gen RTX 3070Q 8GB Graphics 15.6"" 240Hz FHD Gaming Laptop",https://www.startech.com.bd/gigabyte-aorus-15g-xc-core-i7-gaming-laptop
"Microsoft Surface Laptop Studio Core i7 11th Gen 16GB RAM 512GB SSD 14.4"" Touchscreen 2-in-1 Laptop (A1Y-00001)",https://www.startech.com.bd/microsoft-surface-laptop-studio-core-i7-11th-gen-touch-laptop
"MSI Sword 17 A12VE Core i7 12th Gen RTX 4050 6GB Graphics 17.3"" FHD Gaming Laptop",https://www.startech.com.bd/msi-sword-17-a12ve-core-i7-12th-gen-fhd-gaming-laptop
"Asus ROG Zephyrus G14 GA402RJ Ryzen 9 6900HS RX 6700S 8GB Graphics 14"" WQXGA Gaming Laptop",https://www.startech.com.bd/asus-rog-zephyrus-g14-ga402rj-ryzen-9-6900hs-14-inch-wqxga-laptop
"Asus ROG Zephyrus G15 GA503RW Ryzen 9 6900HS RTX 3070 Ti Graphics 15.6"" WQHD Gaming Laptop",https://www.startech.com.bd/asus-rog-zephyrus-g15-ga503rw-ryzen-9-6900hs-laptop
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 512GB SSD Space Gray (MPHE3LL/A, MPHE3ZP/A)",https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-pro-512gb-ssd-space-gray
Apple MacBook Pro 14-inch M2 Pro 16GB RAM 512GB SSD Silver (MPHH3LL/A),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-pro-silver
"HP OMEN 16-c0456AX Ryzen 9 5900H RTX 3070 8GB Graphics 16.1"" FHD Gaming Laptop",https://www.startech.com.bd/hp-omen-16-c0456ax-ryzen-9-5900h-gaming-laptop
"Asus ROG Strix G16 G614JI Core i7 13th Gen RTX 4070 8GB Graphics 16"" FHD+ Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g16-g614ji-core-i7-13th-gen-gaming-laptop
"Lenovo Legion 5i Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5i-core-i7-12th-gen-fhd-gaming-laptop
"Lenovo YOGA 9i Core i7 12th Gen 14"" 2.8K OLED 360° Touch Laptop",https://www.startech.com.bd/lenovo-yoga-9i-core-i7-12th-gen-touch-laptop
"Lenovo Legion 5i Core i7 12th Gen RTX 3070 8GB Graphics 15.6"" 2.5K 165Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5i-core-i7-12th-gen-gaming-laptop
Lenovo ThinkPad X1 Carbon Gen 9 Core i7 14 Inch WUXGA IPS Laptop,https://www.startech.com.bd/lenovo-thinkpad-x1-carbon-gen-9-core-i7-laptop
"Lenovo YOGA 9i Core i7 12th Gen 14"" 4K OLED 360° Touch Laptop",https://www.startech.com.bd/lenovo-yoga-9i-core-i7-12th-gen-4k-laptop
"ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3050W Core i7 12th Gen RTX 3050 Ti 4GB Graphics 14.5"" 2.8K Touch Laptop",https://www.startech.com.bd/asus-zenbook-pro-14-duo-oled-ux8402ze-core-i7-12th-gen-laptop
"Dell XPS 15 9510 Core i7 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/dell-xps-15-9510-core-i7-11th-gen-fhd-laptop
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 7 5800H RTX 3060 6GB Graphics 16"" OLED Laptop",https://www.startech.com.bd/asus-proart-studiobook-16-oled-h5600qm-ryzen-7-5800h-laptop
"Apple MacBook Pro 16-Inch M1 Pro Chip, 16GB RAM, 1TB SSD (MK193) Space Gray 2021",https://www.startech.com.bd/apple-macbook-pro-16-inch-m1-pro-chip-1tb-ssd-space-gray
"Microsoft Surface Laptop Studio Core i7 11th Gen 32GB RAM 1TB SSD 14.4"" Touchscreen 2-in-1 Laptop (ABY-00001)",https://www.startech.com.bd/microsoft-surface-laptop-studio-core-i7-2-in-1-laptop
"Thunderobot Zero Bumblebee Core i9 13th Gen RTX 4070 8GB Graphics 16"" QHD 240Hz Gaming Laptop",https://www.startech.com.bd/thunderobot-zero-bumblebee-core-i9-13th-gen-gaming-laptop
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 9 5900HX RTX 3060 6GB Graphics 16"" OLED Laptop",https://www.startech.com.bd/asus-proart-studiobook-16-oled-h5600qm-ryzen-9-5900hx-laptop
Apple MacBook Pro 16-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MNW93),https://www.startech.com.bd/apple-macbook-pro-16-inch-m2-pro-space-gray
"Asus ROG Flow X13 GV301QE Ryzen 9 5980HS RTX 3050 Ti 4GB Graphics (ROG XG Mobile GC31S with RTX 3080), 13.4"" 120Hz WUXGA Touch Gaming Laptop",https://www.startech.com.bd/asus-rog-flow-x13-gv301qe-ryzen-9-gaming-laptop
"Asus ROG Strix SCAR 17 G733ZX Core i9 12th Gen RTX 3080 Ti 16GB Graphics 17.3"" WQHD Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-scar-17-g733zx-core-i9-12th-gen-gaming-laptop
Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MPHF3),https://www.startech.com.bd/apple-macbook-pro-14-inch-m2-pro-space-gray
"Lenovo Legion 7 16ACHg6 Ryzen 9 5900HX RTX 3080 16GB Graphics 16"" 165Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-7-16achg6-ryzen-9-5900hx-gaming-laptop
"ASUS ProArt Studiobook 16 OLED H5600QR Ryzen 9 5900HX RTX 3070 8GB Graphics 16"" OLED Laptop",https://www.startech.com.bd/asus-proart-studiobook-16-oled-h5600qr-ryzen-9-5900hx-laptop
"Dell XPS 15 9520 Core i7 12th Gen RTX 3050 Ti 4GB Graphics 15.6"" OLED 3.5K Touch Laptop",https://www.startech.com.bd/dell-xps-15-9520-core-i7-12th-gen-touch-laptop
"Asus ROG Zephyrus M16 GU603ZW Core i9 12th Gen RTX 3070 Ti 8GB Graphics 16"" 165Hz Gaming Laptop",https://www.startech.com.bd/asus-rog-zephyrus-m16-gu603zw-core-i9-12th-gen-gaming-laptop
"ASUS ProArt Studiobook Pro 16 OLED W7600H3A Core i7 11th Gen RTX A3000 6GB Graphics 16"" OLED Laptop",https://www.startech.com.bd/asus-proart-studiobook-pro-16-oled-w7600h3a-i7-11th-gen-a3000-6gb-graphics-laptop
"ASUS Zenbook Pro 16X OLED UX7602ZM-ME132W Core i9 12th Gen RTX 3060 6GB Graphics 16"" 4K Touch Laptop",https://www.startech.com.bd/asus-zenbook-pro-16x-oled-ux7602zm-core-i9-12th-gen-laptop
"Asus ROG Strix SCAR 16 G634JZ Core i9 13th Gen RTX 4080 Ti 12GB Graphics 16"" QHD+ Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-scar-16-g634jz-core-i9-13th-gen-gaming-laptop
"Apple MacBook Pro 14-Inch M1 Max Chip, 32GB RAM, 1TB SSD (Z15H00107) Space Grey, Late 2021",https://www.startech.com.bd/apple-macbook-pro-14-inch-m1-max-chip-1tb-ssd
Apple MacBook Pro 16-Inch M1 Pro Chip 32GB RAM 1TB SSD Space Gray (Z14W00105),https://www.startech.com.bd/apple-macbook-pro-16-inch-m1-pro-32gb-ram-1tb-ssd-space-gray
"ASUS ZenBook 17 Fold OLED UX9702 Core i7 12th Gen 16GB RAM 1TB SSD 17.3"" Touch Display Foled Laptop",https://www.startech.com.bd/asus-zenbook-17-fold-oled-laptop
"MSI Creator Z16 HX Studio B13VFTO Core i7 13th Gen RTX 4060 8GB Graphics 16"" 2K QHD Gaming Laptop",https://www.startech.com.bd/msi-creator-z16-hx-studio-b13vfto-core-i7-13th-gen-gaming-laptop
Apple MacBook Pro 16-Inch M1 Max Chip 64GB RAM 4TB SSD Space Gray (MK233LL/A),https://www.startech.com.bd/apple-macbook-pro-16-inch-m1-max-chip-4tb-ssd-space-gray
"MSI Raider GE68 HX 13VG Core i9 13th Gen RTX 4070 8GB Graphics 16"" 4K UHD Gaming Laptop",https://www.startech.com.bd/msi-raider-ge68-hx-13vg-core-i9-13th-gen-gaming-laptop
"HP ENVY 13-ba1690TU Core i5 11th Gen 13.3"" FHD Laptop",https://www.startech.com.bd/hp-envy-13-ba1690tu-core-i5-11th-gen-laptop
"MSI Raider GE66 12UHS Core i9 12th Gen RTX 3080 Ti 16GB Graphics 15.6"" UHD Gaming Laptop",https://www.startech.com.bd/msi-raider-ge66-12uhs-core-i9-12th-gen-gaming-laptop
"Dell Latitude 14 5420 Core i5 11th Gen 14"" Full HD Laptop",https://www.startech.com.bd/dell-latitude-14-5420-core-i5-11th-gen-laptop
"HP 240 G8 Core i5 11th Gen 512GB SSD 14"" FHD Laptop",https://www.startech.com.bd/hp-240-g8-core-i5-11th-gen-fhd-laptop
"HP 245 G8 Ryzen 5 3500U 14"" FHD Laptop",https://www.startech.com.bd/hp-245-g8-ryzen-5-3500u-laptop
"HP 245 G8 Ryzen 5 3500U 512GB SSD 14"" FHD Laptop",https://www.startech.com.bd/hp-245-g8-ryzen-5-3500u-14-inch-laptop
Lenovo IdeaPad Slim 5i Core i7 11th Gen MX450 2GB Graphics 15.6-inch FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-slim-5i-i7-11th-gen-fhd-laptop
"MSI Stealth 17 Studio A13VI Core i9 13th Gen 64GB RAM 4TB SSD RTX 4090 16GB Graphics 17.3"" 4K UHD 144Hz Gaming Laptop",https://www.startech.com.bd/msi-stealth-17-studio-a13vi-core-i9-13th-gen-gaming-laptop
"Dell Inspiron 15 3520 Core i5 12th Gen MX550 2GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3520-core-i5-12th-gen-fhd-laptop
"Asus ExpertBook B1 B1400CBA Core i5 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-b1-b1400cba-core-i5-12th-gen-fhd-laptop
"Lenovo Legion 5 Pro 16ARH7H Ryzen 7 6800H RTX 3070 8GB Graphics 1TB SSD 16"" Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-pro-16arh7h-ryzen-7-6800h-gaming-laptop
"Lenovo Legion 5 15ACH6 Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-15ach6-ryzen-7-5800h-laptop
"Acer Aspire 5 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/acer-aspire-5-5m-a515-58gm-gaming-laptop
"MSI Summit E13 Flip Evo A13MT Core i7 13th Gen 13.4"" FHD+ 120Hz Touch Laptop",https://www.startech.com.bd/msi-summit-e13-flip-evo-a13mt-core-i7-13th-gen-laptop
"Acer Predator Helios 16 PH16-71 Core i7 13th Gen RTX 4060 8GB Graphics 16"" IPS 240HZ Gaming Laptop",https://www.startech.com.bd/acer-predator-helios-16-ph16-71-gaming-laptop
"Lenovo IdeaPad 3 15ALC6 Ryzen 7 5700U 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-3-15alc6-ryzen-7-5700u-fhd-laptop
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 256GB SSD 13"" Multi-Touch Laptop for Business (QIM-00001)",https://www.startech.com.bd/microsoft-surface-pro-9-core-i7-12th-gen-multi-touch-laptop
"Microsoft Surface Go 3 Core i3 10th Gen 10.5"" MultiTouch Laptop (8VC-00001)",https://www.startech.com.bd/microsoft-surface-go-3-core-i3-10th-gen-multitouch-laptop
"Lenovo IdeaPad Flex 5 14ALC7 AMD Ryzen 5 5500U 14"" Touchscreen Laptop",https://www.startech.com.bd/lenovo-ideapad-flex-5-14alc7-amd-ryzen-5-laptop
"Lenovo IdeaPad Flex 5 14ALC7 AMD Ryzen 7 5700U 14"" Touchscreen Laptop",https://www.startech.com.bd/lenovo-ideapad-flex-5-14alc7-amd-ryzen-7-laptop
"Acer Predator Helios 16 PHN16-71 Core i7 13th Gen RTX 4070 8GB GDDR6 16"" 240HZ Gaming Laptop",https://www.startech.com.bd/acer-predator-helios-16-ph16-71-i7-gaming-laptop
"Acer Predator Helios 16 PHN16-72 Core i9 13th Gen RTX 4080 12GB GDDR6 16"" 240HZ Gaming Laptop",https://www.startech.com.bd/acer-predator-helios-16-phn16-72-gaming-laptop
"Asus ROG Strix G16 G614JU Core i7 13th Gen RTX 4050 6GB Graphics 16"" FHD+ Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g16-g614ju-core-i7-13th-gen-gaming-laptop
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen 14"" 2.2K Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-5i-pro-i5-11th-gen-14-inch-laptop
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Silver,https://www.startech.com.bd/apple-macbook-air-m2-chip-15-inch-silver
"Dell Inspiron 14 7420 2 in 1 Intel Core i7 12th Gen MX550 2GB Graphics 14"" 360° FHD Touch Laptop",https://www.startech.com.bd/dell-inspiron-14-7420-2-in-1-intel-core-i7-12th-gen-fhd-laptop
"Lenovo Legion 5i Pro Core i7 11th Gen RTX 3070 8GB Graphics 16"" 2.5K 165Hz Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5i-pro-core-i7-11th-gen-laptop
Apple MacBook Pro 14-Inch M1 Pro Chip 32GB RAM 512GB SSD (Z15G001WA) Space Gray Late 2021,https://www.startech.com.bd/apple-macbook-pro-14-ich-m1-pro-chip-32gb-ram-512gb-ssd-space-gray
"MSI GF63 THIN 11UC Core i7 11th Gen RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-11uc-i7-11th-gen-256gb-ssd-fhd-gaming-laptop
"MSI GF63 THIN 11UC i7 11th Gen 256GB SSD, 1TB HDD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-11uc-i7-11th-gen-256gb-ssd-1tb-hdd-gaming-laptop
"MSI GF63 THIN 11UC Core i5 11th Gen 256GB SSD, 1TB HDD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-gf63-thin-11uc-i5-11th-gen-256gb-ssd-1tb-hdd-fhd-gaming-laptop
"Microsoft Surface Pro 9 Core i7 12th Gen 13"" Multi-Touch Laptop (QLP-00001)",https://www.startech.com.bd/microsoft-surface-pro-9-core-i7-12th-gen-laptop
"HP EliteBook 830 G8 Core i7 11th Gen 13.3"" FHD Laptop with 03 Years Warranty",https://www.startech.com.bd/hp-elitebook-830-g8-core-i7-11th-gen-fhd-laptop
"HP EliteBook 830 G8 Core i7 11th Gen 13.3"" FHD Laptop",https://www.startech.com.bd/hp-elitebook-830-g8-i7-11th-gen-laptop
"Walton Prelude N5000A Pentium N5000 14"" HD Laptop",https://www.startech.com.bd/walton-prelude-n5000a-pentium-n5000-laptop
"Lenovo IdeaPad Slim 3i Celeron N4020 14"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-celeron-n4020-fhd-laptop
"Dell Inspiron 15 3510 Intel Celeron N4020 15.6"" HD Laptop",https://www.startech.com.bd/dell-inspiron-15-3510-intel-celeron-n4020-laptop
"Dell Inspiron 15 3510 Intel Pentium Silver N5030 15.6"" HD Laptop",https://www.startech.com.bd/dell-inspiron-15-3510-intel-pentium-silver-n5030-laptop
"Acer One 14 Z2-493 Ryzen 3 3250U 14"" HD Laptop",https://www.startech.com.bd/acer-one-14-z2-493-ryzen-3-3250u-laptop
"HP 15s-fq3234TU Celeron N4500 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-fq3234tu-celeron-n4500-laptop
"Asus Vivobook X515KA Celeron N4500 15.6"" HD Laptop",https://www.startech.com.bd/asus-vivobook-x515ka-celeron-n4500-laptop
"Dell Vostro 14 3405 Ryzen 3 3250U 14"" FHD Laptop with Windows 10",https://www.startech.com.bd/dell-vostro-14-3405-laptop
"Asus VivoBook 15 X515FA Core i3 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x515fa-intel-core-i3-10th-gen-laptop
"Dell Vostro 15 3500 Core i3 11th Gen 15.6"" FHD Laptop with 3 Years Warranty",https://www.startech.com.bd/dell-vostro-15-3500-laptop
Acer Aspire 3 A315-23 Ryzen 3 3250U 8GB RAM 15.6'' FHD Laptop,https://www.startech.com.bd/acer-aspire-3-a315-23-ryzen-3-3250u-8gb-ram-fhd-laptop
"Lenovo IdeaPad Slim 3i Core i3 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-10th-gen-fhd-laptop
"ASUS VivoBook 15 X515JA Core i3 10th Gen 8GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x515ja-core-i3-10th-gen-fhd-laptop
"Xiaomi RedmiBook 15 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/xiaomi-redmibook-15-core-i3-11th-gen-laptop
"HP 250 G8 Core i3 11th Gen 15.6"" 4GB RAM 1TB HDD Laptop",https://www.startech.com.bd/hp-250-g8-core-i3-11th-gen-full-hd-laptop
"Acer Aspire 3 A315-58 Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i3-11th-gen-fhd-laptop
"Dell Latitude 15-3520 Core i3 1115G4 15.6"" HD Laptop",https://www.startech.com.bd/dell-latitude-15-3520-core-i3-1115g4-laptop
"HP 250 G8 Core i3 11th Gen 1TB HDD+256GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/hp-250-g8-core-i3-11th-gen-256gb-ssd-laptop
"HP 15s-du3611TU Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3611tu-core-i3-11th-gen-laptop
"Acer TravelMate TMP215-53 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-travelmate-tmp215-53-core-i3-11th-gen-laptop
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 1TB HDD 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-fhd-laptop
"HP 250 G8 Core i3 11th Gen 8GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/hp-250-g8-core-i3-11th-gen-laptop
"Acer Aspire 3 A315-58 Core i5 1135G7 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i5-1135g7-11th-gen-fhd-laptop
"Acer Extensa 15 EX215-54-596B Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-54-596b-core-i5-11th-gen-laptop
"HP 240 G8 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-240-g8-core-i3-11th-gen-laptop
"HP 15s-eq2171AU Ryzen 3 5300U 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-eq2171au-ryzen-3-5300u-laptop
"ASUS VivoBook 15 X515EA Core i3 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Laptop With Fingerprint",https://www.startech.com.bd/asus-vivobook-15-x515ea-i3-11th-gen-fhd-laptop
"HP 15s-fq5487TU Core i3 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-fq5487tu-core-i3-12th-gen-laptop
"HP 15s-du3811TU Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3811tu-core-i3-11th-gen-laptop
"Realme Book Core i3 11th Gen 256GB SSD 14"" 2k UHD Laptop",https://www.startech.com.bd/realme-book-core-i3-11th-gen-laptop
"Acer TravelMate TMP215-53 Core i3 11th Gen 8GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/acer-travelmate-tmp215-53-core-i3-11th-gen-fhd-laptop
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 14"" FHD Laptop with DDR5 RAM",https://www.startech.com.bd/lenovo-ideapad-1-14amn7-amd-ryzen-5-fhd-laptop
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-11th-gen-fhd-laptop
"HP 15s-fq2644TU Core i3 11th Gen 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-fq2644tu-core-i3-11th-gen-laptop
"Xiaomi RedmiBook 15 Pro Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/xiaomi-redmibook-15-pro-core-i5-11th-gen-laptop
"Asus VivoBook 14 X1400EA Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-x1400ea-core-i3-fhd-laptop
"Dell Latitude 14 3420 Core i3 11th Gen 14"" HD Laptop",https://www.startech.com.bd/dell-latitude-14-3420-core-i3-11th-gen-laptop
"Lenovo ThinkPad E14 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/lenovo-thinkpad-e14-core-i3-11th-gen-laptop
"Lenovo V14 Core i5 11th Gen 14"" FHD Laptop With 256GB SSD",https://www.startech.com.bd/lenovo-v14-i5-11th-gen-fhd-laptop
"Lenovo V14 Core i5 11th Gen 1TB SATA 14"" FHD Laptop",https://www.startech.com.bd/lenovo-v14-core-i5-11th-gen-fhd-laptop
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 500GB SSD 14"" FHD Laptop with DDR5 RAM",https://www.startech.com.bd/lenovo-ideapad-1-14amn7-amd-ryzen-5-laptop
"HP 14s-dq5345TU Core i3 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-14s-dq5345tu-core-i3-12th-gen-laptop
"MSI Modern 14 C12M Core i3 12th Gen 14"" FHD Laptop",https://www.startech.com.bd/msi-modern-14-c12m-core-i3-12th-gen-laptop
"Acer Aspire 3 A315-58 Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i5-11th-gen-512gb-ssd-laptop
"HP 14s-fq2123AU Ryzen 5 5625U 14"" FHD Laptop",https://www.startech.com.bd/hp-14s-fq2123au-ryzen-5-5625u-laptop
"Lenovo IdeaPad 3 14ABA7 Ryzen 5 5625U 14"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-3-14aba7-ryzen-5-5625u-fhd-laptop
"Acer TravelMate TMP214-53 Core i5 11th Gen 512GB SSD 14"" FHD Laptop",https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i5-11th-gen-fhd-laptop
"HP 15s-eq2690AU Ryzen 5 5500U 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-eq2690au-ryzen-5-5500u-laptop
"HP 15s-eq3234AU Ryzen 5 5625U 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-eq3234au-ryzen-5-5625u-laptop
"Xiaomi RedmiBook Pro 14 Ryzen 5 5500U 14"" Laptop",https://www.startech.com.bd/xiaomi-redmibook-pro-14-ryzen-5-5500u-laptop
"Lenovo IdeaPad 3 14ABA7 Ryzen 5 5625U 512GB SSD 14"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-3-14aba7-ryzen-5-fhd-laptop
"HP 15s-du3561TU Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3561tu-core-i5-11th-gen-laptop
"HP ProBook 445 G8 Ryzen 3 5400U 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-445-g8-ryzen-3-5400u-laptop
"Lenovo IdeaPad 3 Ryzen 5 5500U 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-3-ryzen-5-5500u-laptop
"ASUS ExpertBook P1 P1412CEA Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1412cea-core-i5-11th-gen-laptop
"HP 250 G8 Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-250-g8-core-i5-11th-gen-laptop
"ASUS VivoBook 15 X1502ZA Core i3 12th Gen 512GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x1502za-i3-12th-gen-laptop
"HP 240 G8 Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-240-g8-core-i5-11th-gen-laptop
"Dell Inspiron 15 3511 Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3511-core-i5-11th-gen-512gb-ssd-fhd-laptop
"HP ProBook 440 G8 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-probook-440-g8-core-i3-11th-gen-fhd-laptop
"ASUS ExpertBook P1 P1412CEA Core i5 11th 8GB RAM Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-p1-p1412cea-core-i5-11th-gen-fhd-laptop
"Dell Latitude 14 3420 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-14-3420-core-i3-11th-gen-fhd-laptop
"HP 15s-fq5886TU Core i5 12th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-fq5886tu-core-i5-12th-gen-laptop
"HP 15s-fq2643TU Core i5 11th Gen 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-fq2643tu-core-i5-11th-gen-laptop
